,ssh,t,u,v,ssh_obj
0,0.47254332308690017,28.07972440951979,0.19526718936860563,-0.03206283485288431,0.30433057621121407
1,0.4098026612708409,27.780169155474724,0.23610583797097207,0.030255834542973873,0.2295398823916912
2,0.4055545157980876,27.90991562026572,0.16737571321427822,-0.06633873750105221,0.191005177795887
3,0.3618627974854692,27.694136061034822,-0.0660957670211792,-0.07699927795298878,0.26837977208197117
4,0.3184019566441956,27.885301676038242,-0.13816827893257141,-0.06894137629011567,0.391837315633893
5,0.368518471144713,28.08973742964176,-0.27065279066562653,0.01648633990614924,0.39120659977197647
6,0.48561079395036194,28.574028807347062,0.2620954006165266,0.0445773271677276,0.3347270116209984
7,0.46639577387929787,28.999301384483186,0.3549546796828508,0.052740552584619384,0.33393353037536144
8,0.470494334032381,28.92145136368649,0.24166508965194225,-0.019308508929492527,0.33659881353378296
9,0.47409369440918653,28.989652025480794,0.26154118448495867,-0.005120257198376862,0.3463850822299719
10,0.5028503565313099,28.840768883747252,0.20770653381943702,0.05101857265445893,0.3699860628694296
11,0.46364212350047146,28.156544445173736,0.2644294562190771,0.037186898933936556,0.3273618780076504
12,0.4576503680823566,27.811696386055925,0.4275521099567413,0.03261356387992163,0.2624591812491417
13,0.3867189884446302,27.46876720974705,0.2623444316536188,-0.0293586791924776,0.15802484191954136
14,0.3281083171601062,27.755506319547443,0.1647901850938797,-0.1103919838204701,0.12689596228301525
15,0.3202955399385907,28.074791935461406,0.08686300233006478,-0.18667683679138053,0.1618498284369707
16,0.3507021029147651,28.27021625033627,0.12105105735361577,-0.10246859201212682,0.2841476686298847
17,0.4215403555052264,28.527654797255572,0.17888241201639177,-0.06566745718929476,0.352977080270648
18,0.47966754220269797,28.656803386403126,0.3865157014131546,0.03303866577867163,0.317392498254776
19,0.4727961242172892,28.96876968203726,0.22599078319966792,0.03407033098369776,0.30656860023736954
20,0.48160574887390756,29.225560530342843,0.31324442245066164,-0.02937771360585447,0.314930671826005
21,0.49036745190412,29.118747997846636,0.24509537011384963,-0.04720788309641044,0.3533433023840189
22,0.4896036161018627,29.03542257230599,0.2503860589116812,-0.08569419798354101,0.4398531038314104
23,0.49156879081384275,28.480793732706907,0.1440888697654009,-0.035881138176283564,0.3825393430888653
24,0.4998563219617297,27.850503823557084,0.2301950130611658,0.022229656902395513,0.27692495472729206
25,0.41795496418551126,27.77532142702931,0.15229712806642057,-0.1529123253826044,0.1945249792188406
26,0.3928166758790093,28.295976122880322,0.09273476354777813,-0.024159746418809688,0.14685506746172905
27,0.316696955620513,28.261529825002576,-0.05131260104477406,-0.1189777732143283,0.19196142442524433
28,0.356798044217008,28.42255952751094,0.029139072820544242,-0.08330855150697385,0.26129947789013386
29,0.36705346628242014,28.702340184339672,0.1883895380795002,-0.08391892169592534,0.33495081402361393
30,0.45509655282578676,28.606996247714218,0.2524759664386511,0.01903187545508209,0.3251238539814949
31,0.4306208246576412,28.744713456480675,0.32421643696725366,0.0444910378270858,0.2942798137664795
32,0.44048278494835735,28.72725073821268,0.1681008329987526,0.06796046952076117,0.3106784261763096
33,0.42520160656552647,28.54498853456308,0.12840723887085914,0.013022076671559695,0.30685343965888023
34,0.4486678763442521,27.97211890021612,0.1926474805176258,0.039899937320585804,0.3254900760948658
35,0.4561750804419282,27.202538400836332,0.14003357023000718,0.0477065847268843,0.2832728046923876
36,0.353860855949196,26.710653909332265,0.16750999465584754,-0.023675003358145517,0.2856125570833683
37,0.3977681245732973,26.95126346754027,0.21916440300643444,-0.0404658938783246,0.2622557245194912
38,0.3075641025040116,27.345146176489916,0.11790887162089347,-0.05055159504627984,0.18882819078862667
39,0.27712998944302125,27.514673256426008,0.06710165709257127,-0.1530366835499999,0.24162521213293076
40,0.3416751818145281,27.759081001256728,-0.05396893210709095,-0.07113794759380596,0.30219428054988384
41,0.401642015724853,28.001688134628576,0.2065541549026966,-0.04277920958405968,0.3453677985817194
42,0.4846758371987544,28.316449638586366,0.43868037924170494,0.09434978022644772,0.33749402314424515
43,0.47506648402374557,28.384322027539042,0.6876625867187977,0.035419236411671634,0.318206325173378
44,0.45925525753022894,28.666509552904355,0.5577733690291643,0.049868894086496245,0.30506302043795586
45,0.4814910861969619,28.51963469594509,0.35072115205228327,0.07697770561782834,0.29356771521270275
46,0.4559742752462624,28.252528630249156,0.3453132721781731,-0.01585312842114552,0.3123671170324087
47,0.46883531448828597,27.677821599259666,0.2860365609079599,0.059613244774559676,0.30231635458767414
48,0.47258697639030584,27.34673026756389,0.4457802052795887,0.07507807116281716,0.2614012062549591
49,0.3879626225549858,27.275748832138262,0.1755034026503563,-0.02815062842349253,0.30485956370830536
50,0.34954247716163017,27.50590907000786,0.24938016884028913,-0.0743471496891455,0.2379629909992218
51,0.3508000803290756,27.767035447998907,0.01602832116186619,-0.07054407389644773,0.2799564599990845
52,0.3805194433023044,28.150287704503206,-0.009336222410202027,-0.16385965099608577,0.4671773426234722
53,0.425425499508327,28.099885483982273,-0.05547044277191162,-0.01943032917510447,0.4914293847978115
54,0.5167551947614323,28.668069430946055,0.019863887429237365,0.03200573161275372,0.51330098323524
55,0.6040769347178561,29.185185299000942,0.503745841383934,0.024454145345705215,0.41712698712944984
56,0.6333465716586663,29.43127910902241,0.5924887838959694,0.039274339600932816,0.433545945212245
57,0.5971731162805866,29.29272235992488,0.8279280976206064,0.0036292281505223853,0.5913673304021358
58,0.5541294070051892,28.730912959346412,0.4583025600761175,0.023498617794186532,0.6251818388700485
59,0.5264834789363865,28.08678064589108,0.5299526958167553,-0.06508246621817908,0.6021912284195423
60,0.5064683423175677,27.91046041349224,0.4961626021564007,-0.009514668766649253,0.37446211092174053
61,0.45548341810130166,27.851834143427297,0.11142429873347283,0.09420004284121637,0.30608030408620834
62,0.41077797307626346,27.972937486961605,-0.14508743539452554,-0.0791209805640634,0.2837814465165138
63,0.31539046075325333,27.682321498183516,-0.2926114685833454,-0.09709834951806715,0.3350525423884392
64,0.25335950464322843,28.159739168530166,-0.4858717607706785,-0.026008622438149238,0.4079510886222124
65,0.2607786260753661,28.249207719743676,-0.42436841905117034,0.046216824639921605,0.35279396921396255
66,0.3353489450849854,28.214247826200268,-0.11103122033178807,0.023845044117645514,0.32404553331434727
67,0.3823101988153437,27.983962798087326,0.07584459967911243,0.04253937597551118,0.3231910150498152
68,0.48138399009260685,27.678381758448964,0.20435193926095963,0.047693895117966394,0.3072400074452162
69,0.4165867726494383,27.604042627334177,0.10955656595528125,0.06518144516773877,0.3064668718725443
70,0.4285757158967583,27.25668945064496,0.1165294349938631,0.03279502528744775,0.3024587742984295
71,0.3810912045695774,26.306394053505855,0.22559282183647156,0.10442913658994399,0.26813562400639057
72,0.31119741545013196,26.042815640360335,0.2617194125801325,0.00012689608917910595,0.2694174014031887
73,0.26436343535103574,26.081936450375544,0.032706076204776766,0.01730228175957089,0.18075095862150192
74,0.21685428415926591,25.987782677414113,0.033638721853494646,-0.06427540709099996,0.18235826678574085
75,0.1498800279715887,26.45874431520908,-0.36015747517347335,-0.0965361998430037,0.25017039477825165
76,0.23593038971815908,26.880276910127044,-0.2381664477288723,-0.05357045300785074,0.303496403619647
77,0.33676350613000905,27.311289372821353,0.1722757650911808,-0.010010832475339548,0.33794162794947624
78,0.4220566285735037,27.825319010529896,0.28227423906326293,0.027380369162175365,0.3188166953623295
79,0.46174912225012177,27.881909057706384,0.3189770192652941,0.0667359222601828,0.298572750762105
80,0.42042748729040563,27.787874953000703,0.24854762390255927,0.06875483903902235,0.28870509937405586
81,0.44383671675268166,27.94831143621797,0.20702780216932296,0.04141253870360073,0.29777926951646805
82,0.4119430312404889,27.583222679012305,0.20411999858915805,0.024818337121649246,0.3115939814597368
83,0.36907742744298655,26.665362035530027,0.1382122255861759,0.036778293526779825,0.2771487571299076
84,0.3395084258481549,26.367195305759676,0.1370549637079239,0.03186868383644029,0.2410758789628744
85,0.28344846558529174,26.19183381631241,0.11290627755224705,-0.022255036120231338,0.1737520471215248
